Date,STN_144_PM10,STN_144_SO2,STN_144_NO2,STN_146_PM10,STN_146_SO2,STN_146_NO2,STN_345_PM10,STN_345_SO2,STN_345_NO2
2014-04-09,21.0,12.0,37.0,25.0,2.0,36.0,,,
2014-04-10,129.0,2.0,90.0,154.0,2.0,88.0,,,
2014-04-11,,,,305.0,2.0,136.0,442.0,5.0,142.0
2014-04-12,228.0,7.0,121.0,,,,414.0,14.0,163.0
2014-04-13,,,,177.0,21.0,76.0,,,
2014-04-14,115.0,8.0,103.0,,,,,,
2014-04-15,137.0,6.0,114.0,,,,277.0,2.0,44.0
2014-04-16,78.0,19.0,18.0,,,,181.0,10.0,72.0
2014-04-17,,,,,,,110.0,2.0,75.0
2014-04-18,,,,,,,,,
2014-04-19,153.0,10.0,119.0,,,,,,
2014-04-20,84.0,9.0,104.0,,,,,,
2014-04-21,128.0,13.0,74.0,,,,,,
2014-04-22,,,,,,,,,
2014-04-23,124.0,11.0,93.0,,,,245.0,28.0,123.0
2014-04-24,164.0,12.0,109.0,,,,,,
2014-04-25,,,,,,,300.0,19.0,137.0
2014-04-25,,,,,,,303.0,17.0,131.0
2014-04-26,,,,,,,,,
2014-04-27,,,,,,,,,
2014-04-28,,,,198.0,3.0,122.0,,,
2014-04-29,,,,239.0,6.0,117.0,,,
2014-04-30,,,,,,,,,
2014-05-01,,,,,,,,,
2014-05-02,194.0,8.0,103.0,226.0,16.0,112.0,,,
2014-05-03,,,,98.0,6.0,87.0,149.0,5.0,68.0
2014-05-04,,,,,,,,,
2014-05-05,,,,,,,,,
2014-05-06,,,,193.0,2.0,113.0,217.0,2.0,63.0
2014-05-07,,,,,,,,,
2014-05-08,,,,106.0,4.0,105.0,186.0,5.0,47.0
2014-05-09,,,,,,,,,
2014-05-10,157.0,2.0,68.0,144.0,2.0,73.0,,,
2014-05-11,,,,269.0,2.0,111.0,376.0,5.0,128.0
2014-05-12,249.0,4.0,122.0,,,,,,
2014-05-13,77.0,2.0,53.0,,,,106.0,2.0,67.0
2014-05-14,96.0,8.0,72.0,,,,150.0,10.0,81.0
2014-05-15,65.0,5.0,68.0,,,,168.0,2.0,86.0
2014-05-16,,,,,,,,,
2014-05-17,,,,,,,,,
2014-05-18,,,,,,,,,
2014-05-19,,,,,,,,,
2014-05-20,141.0,4.0,61.0,143.0,8.0,94.0,,,
2014-05-21,137.0,5.0,74.0,152.0,6.0,81.0,,,
2014-05-22,180.0,5.0,77.0,182.0,13.0,103.0,,,
2014-05-23,,,,,,,,,
2014-05-24,,,,,,,,,
2014-05-25,,,,,,,,,
2014-05-26,,,,,,,,,
2014-05-27,153.0,15.0,115.0,,,,222.0,2.0,107.0
2014-05-28,137.0,5.0,111.0,,,,257.0,2.0,125.0
2014-05-29,,,,256.0,2.0,103.0,,,
2014-05-30,,,,208.0,11.0,118.0,,,
2014-05-31,,,,,,,,,
2014-06-01,,,,,,,,,
2014-06-02,174.0,22.0,90.0,143.0,18.0,97.0,,,
2014-06-03,,,,133.0,3.0,82.0,189.0,7.0,77.0
2014-06-04,,,,,,,,,
2014-06-05,,,,134.0,5.0,109.0,127.0,4.0,72.0
2014-06-06,,,,,,,,,
2014-06-07,,,,,,,,,
2014-06-08,,,,43.0,7.0,55.0,108.0,9.0,56.0
2014-06-09,,,,,,,,,
2014-06-10,,,,,,,,,
2014-06-11,,,,296.0,2.0,133.0,452.0,10.0,148.0
2014-06-12,,,,,,,,,
2014-06-13,,,,,,,,,
2014-06-14,,,,,,,,,
2014-06-15,,,,,,,,,
2014-06-16,,,,,,,,,
2014-06-17,136.0,4.0,49.0,,,,230.0,2.0,55.0
2014-06-18,71.0,2.0,60.0,,,,128.0,2.0,56.0
2014-06-19,117.0,2.0,69.0,,,,169.0,2.0,58.0
2014-06-20,,,,,,,,,
2014-06-21,,,,,,,,,
2014-06-22,,,,,,,,,
2014-06-23,,,,,,,,,
2014-06-24,163.0,2.0,49.0,154.0,2.0,65.0,,,
2014-06-25,101.0,2.0,40.0,142.0,2.0,69.0,,,
2014-06-26,,,,,,,226.0,3.0,47.0
2014-06-27,,,,,,,159.0,2.0,17.0
2014-06-28,,,,,,,,,
2014-06-29,,,,,,,,,
2014-06-30,,,,,,,,,
2014-07-01,,,,421.0,12.0,114.0,543.0,15.0,99.0
2014-07-02,,,,,,,,,
2014-07-03,,,,,,,,,
2014-07-04,,,,,,,,,
2014-07-05,,,,281.0,15.0,113.0,366.0,17.0,82.0
2014-07-06,,,,,,,,,
2014-07-07,,,,,,,,,
2014-07-08,,,,52.0,7.0,56.0,181.0,5.0,78.0
2014-07-09,,,,,,,,,
2014-07-10,,,,,,,,,
2014-07-11,,,,,,,,,
2014-07-12,,,,,,,,,
2014-07-13,,,,,,,,,
2014-07-14,,,,,,,,,
2014-07-15,67.0,6.0,33.0,,,,140.0,5.0,90.0
2014-07-16,35.0,7.0,60.0,,,,113.0,2.0,81.0
2014-07-17,192.0,2.0,45.0,,,,67.0,2.0,65.0
2014-07-18,,,,,,,,,
2014-07-19,,,,,,,,,
2014-07-20,,,,,,,,,
2014-07-21,,,,,,,,,
2014-07-22,,,,47.0,2.0,93.0,81.0,2.0,79.0
2014-07-23,,,,39.0,5.0,55.0,114.0,2.0,49.0
2014-07-24,,,,,,,,,
2014-07-25,,,,,,,,,
2014-07-26,,,,,,,,,
2014-07-27,,,,,,,,,
2014-07-28,,,,,,,,,
2014-07-29,58.0,3.0,47.0,,,,,,
2014-07-30,68.0,3.0,34.0,,,,,,
2014-07-31,,,,,,,,,
2014-08-01,,,,459.0,14.0,91.0,512.0,15.0,74.0
2014-08-02,,,,,,,,,
2014-08-03,,,,,,,,,
2014-08-04,,,,,,,,,
2014-08-05,,,,211.0,2.0,96.0,281.0,11.0,103.0
2014-08-06,,,,,,,,,
2014-08-07,,,,222.0,2.0,63.0,314.0,2.0,78.0
2014-08-08,,,,,,,,,
2014-08-09,,,,,,,,,
2014-08-10,,,,,,,,,
2014-08-11,,,,,,,,,
2014-08-12,,,,,,,,,
2014-08-13,,,,,,,,,
2014-08-14,,,,,,,,,
2014-08-15,,,,,,,,,
2014-08-16,,,,,,,,,
2014-08-17,,,,,,,,,
2014-08-18,,,,,,,,,
2014-08-19,140.0,2.0,99.0,129.0,2.0,92.0,,,
2014-08-20,158.0,2.0,76.0,110.0,2.0,88.0,,,
2014-08-21,117.0,2.0,78.0,98.0,2.0,89.0,,,
2014-08-22,,,,,,,,,
2014-08-23,,,,,,,,,
2014-08-24,,,,,,,,,
2014-08-25,65.0,2.0,63.0,,,,175.0,2.0,76.0
2014-08-26,47.0,2.0,67.0,,,,200.0,2.0,68.0
2014-08-27,67.0,4.0,63.0,,,,138.0,3.0,53.0
2014-08-28,,,,,,,,,
2014-08-29,,,,100.0,5.0,106.0,,,
2014-08-30,,,,78.0,5.0,105.0,,,
2014-08-31,,,,,,,,,
2014-09-01,,,,541.0,14.0,106.0,683.0,18.0,100.0
2014-09-02,,,,,,,,,
2014-09-03,,,,,,,,,
2014-09-04,,,,,,,,,
2014-09-05,,,,,,,,,
2014-09-06,,,,,,,,,
2014-09-07,,,,182.0,2.0,66.0,425.0,2.0,82.0
2014-09-08,,,,,,,,,
2014-09-09,,,,65.0,3.0,67.0,,,
2014-09-10,51.0,8.0,62.0,,,,,,
2014-09-11,,,,,,,,,
2014-09-12,,,,,,,,,
2014-09-13,,,,,,,,,
2014-09-14,,,,,,,,,
2014-09-15,,,,,,,,,
2014-09-16,52.0,2.0,55.0,,,,125.0,2.0,50.0
2014-09-17,56.0,2.0,81.0,,,,153.0,2.0,38.0
2014-09-18,,,,,,,169.0,2.0,56.0
2014-09-19,,,,,,,,,
2014-09-20,,,,,,,,,
2014-09-21,,,,,,,,,
2014-09-22,,,,,,,,,
2014-09-23,,,,97.0,2.0,73.0,240.0,2.0,81.0
2014-09-24,,,,86.0,4.0,69.0,236.0,3.0,67.0
2014-09-25,,,,,,,198.0,2.0,71.0
2014-09-26,,,,,,,,,
2014-09-27,,,,,,,,,
2014-09-28,,,,,,,188.0,4.0,49.0
2014-09-29,,,,,,,246.0,2.0,63.0
2014-09-30,,,,,,,,,
2014-10-01,,,,,,,,,
2014-10-02,,,,,,,,,
2014-10-03,,,,,,,,,
2014-10-04,,,,,,,,,
2014-10-05,,,,,,,,,
2014-10-06,268.0,3.0,31.0,242.0,3.0,44.0,,,
2014-10-07,,,,168.0,2.0,65.0,335.0,2.0,80.0
2014-10-08,,,,,,,,,
2014-10-09,53.0,3.0,66.0,61.0,3.0,85.0,,,
2014-10-10,,,,,,,,,
2014-10-11,,,,,,,,,
2014-10-12,247.0,17.0,143.0,,,,545.0,7.0,142.0
2014-10-13,,,,,,,,,
2014-10-14,,,,,,,,,
2014-10-15,,,,,,,220.0,5.0,61.0
2014-10-16,,,,,,,273.0,2.0,90.0
2014-10-17,,,,,,,358.0,2.0,80.0
2014-10-18,,,,,,,,,
2014-10-19,,,,,,,,,
2014-10-20,,,,,,,,,
2014-10-21,,,,,,,546.0,2.0,141.0
2014-10-22,,,,,,,420.0,2.0,163.0
2014-10-23,,,,,,,,,
2014-10-24,,,,,,,,,
2014-10-25,,,,,,,459.0,4.0,122.0
2014-10-26,,,,,,,319.0,4.0,100.0
2014-10-27,,,,,,,275.0,2.0,142.0
2014-10-28,,,,,,,,,
2014-10-29,,,,,,,,,
2014-10-30,,,,,,,,,
2014-10-31,,,,,,,,,
2014-11-01,,,,,,,,,
2014-11-02,,,,,,,273.0,9.0,92.0
2014-11-03,90.0,4.0,58.0,,,,93.0,3.0,71.0
2014-11-04,,,,219.0,15.0,134.0,,,
2014-11-05,,,,,,,,,
2014-11-06,332.0,2.0,11.0,289.0,2.0,44.0,,,
2014-11-07,,,,,,,,,
2014-11-08,56.0,2.0,35.0,,,,119.0,3.0,59.0
2014-11-09,57.0,4.0,51.0,59.0,12.0,90.0,,,
2014-11-10,,,,,,,,,
2014-11-11,,,,407.0,6.0,152.0,508.0,8.0,176.0
2014-11-12,286.0,13.0,150.0,,,,469.0,5.0,160.0
2014-11-13,,,,327.0,6.0,164.0,,,
2014-11-14,,,,,,,,,
2014-11-15,,,,,,,,,
2014-11-16,,,,,,,,,
2014-11-17,,,,,,,,,
2014-11-18,194.0,5.0,185.0,,,,709.0,2.0,196.0
2014-11-19,254.0,7.0,177.0,,,,609.0,3.0,147.0
2014-11-20,258.0,4.0,176.0,,,,581.0,6.0,169.0
2014-11-21,,,,,,,,,
2014-11-22,,,,,,,,,
2014-11-23,,,,,,,,,
2014-11-24,,,,,,,,,
2014-11-25,219.0,9.0,152.0,268.0,12.0,162.0,,,
2014-11-26,274.0,16.0,146.0,309.0,11.0,167.0,,,
2014-11-27,355.0,20.0,160.0,,,,,,
2014-11-28,366.0,7.0,157.0,,,,,,
2014-11-29,306.0,19.0,145.0,,,,,,
2014-11-30,,,,,,,,,
2014-12-01,,,,,,,,,
2014-12-02,,,,217.0,3.0,90.0,323.0,18.0,100.0
2014-12-03,72.0,4.0,64.0,,,,121.0,4.0,58.0
2014-12-04,,,,246.0,18.0,120.0,,,
2014-12-05,,,,,,,,,
2014-12-06,243.0,2.0,45.0,187.0,2.0,24.0,,,
2014-12-07,,,,,,,,,
2014-12-08,35.0,2.0,34.0,,,,97.0,2.0,39.0
2014-12-09,,,,,,,,,
2014-12-10,,,,,,,,,
2014-12-11,,,,429.0,3.0,156.0,537.0,11.0,195.0
2014-12-12,500.0,12.0,172.0,,,,657.0,20.0,209.0
2014-12-13,,,,,,,,,
2014-12-14,,,,,,,,,
2014-12-15,,,,,,,,,
2014-12-16,223.0,7.0,100.0,250.0,14.0,127.0,,,
2014-12-17,245.0,8.0,119.0,289.0,10.0,118.0,,,
2014-12-18,403.0,14.0,123.0,400.0,15.0,114.0,,,
2014-12-19,,,,,,,,,
2014-12-20,,,,,,,,,
2014-12-21,,,,,,,,,
2014-12-22,,,,,,,,,
2014-12-23,,,,567.0,2.0,175.0,633.0,3.0,169.0
2014-12-24,,,,375.0,3.0,124.0,369.0,2.0,118.0
2014-12-25,,,,283.0,2.0,125.0,323.0,2.0,102.0
2014-12-26,,,,,,,,,
2014-12-27,,,,,,,,,
2014-12-28,,,,,,,,,
2014-12-29,,,,452.0,6.0,166.0,,,
2014-12-30,,,,288.0,2.0,118.0,,,
2014-12-31,,,,,,,,,
2015-01-01,,,,,,,,,
2015-01-02,,,,,,,,,
2015-01-03,,,,,,,,,
2015-01-04,,,,,,,,,
2015-01-05,,,,,,,,,
2015-01-06,242.0,3.0,73.0,236.0,6.0,90.0,,,
2015-01-07,184.0,2.0,84.0,269.0,4.0,89.0,,,
2015-01-08,211.0,2.0,86.0,,,,,,
2015-01-09,,,,,,,,,
2015-01-10,,,,,,,,,
2015-01-11,,,,,,,,,
2015-01-12,,,,,,,,,
2015-01-13,,,,,,,,,
2015-01-14,162.0,8.0,117.0,,,,344.0,9.0,99.0
2015-01-15,179.0,10.0,107.0,,,,304.0,10.0,98.0
2015-01-16,173.0,9.0,109.0,,,,374.0,8.0,122.0
2015-01-17,,,,,,,,,
2015-01-18,,,,,,,,,
2015-01-19,,,,,,,,,
2015-01-20,,,,,,,,,
2015-01-21,,,,,,,,,
2015-01-22,,,,,,,,,
2015-01-23,,,,,,,,,
2015-01-24,,,,,,,,,
2015-01-25,,,,,,,,,
2015-01-26,,,,,,,,,
2015-01-27,,,,271.0,2.0,78.0,224.0,2.0,66.0
2015-01-28,,,,280.0,3.0,72.0,270.0,6.0,82.0
2015-01-29,,,,279.0,2.0,101.0,251.0,7.0,76.0
2015-01-30,,,,,,,234.0,16.0,66.0
2015-01-31,,,,,,,,,
2015-02-01,,,,,,,,,
2015-02-02,,,,,,,,,
2015-02-03,,,,,,,,,
2015-02-04,143.0,4.0,84.0,163.0,9.0,102.0,,,
2015-02-05,208.0,6.0,91.0,301.0,6.0,130.0,,,
2015-02-06,,,,,,,,,
2015-02-07,,,,,,,,,
2015-02-08,,,,,,,,,
2015-02-09,,,,,,,,,
2015-02-10,,,,266.0,2.0,179.0,293.0,3.0,133.0
2015-02-11,,,,263.0,2.0,147.0,356.0,4.0,112.0
2015-02-12,,,,258.0,3.0,132.0,312.0,5.0,115.0
2015-02-13,,,,,,,,,
2015-02-14,,,,,,,,,
2015-02-15,,,,,,,,,
2015-02-16,,,,,,,,,
2015-02-17,251.0,2.0,132.0,297.0,9.0,126.0,,,
2015-02-18,221.0,2.0,133.0,274.0,6.0,105.0,,,
2015-02-19,184.0,3.0,79.0,207.0,8.0,61.0,,,
2015-02-20,,,,,,,,,
2015-02-21,,,,,,,257.0,3.0,113.0
2015-02-22,,,,,,,269.0,6.0,88.0
2015-02-23,,,,,,,,,
2015-02-24,186.0,8.0,82.0,,,,286.0,17.0,99.0
2015-02-25,160.0,9.0,66.0,,,,322.0,10.0,85.0
2015-02-26,136.0,8.0,84.0,,,,333.0,10.0,104.0
2015-02-27,,,,,,,,,
2015-02-28,,,,,,,,,
2015-03-01,,,,,,,,,
2015-03-02,,,,,,,,,
2015-03-03,,,,92.0,2.0,95.0,165.0,7.0,130.0
2015-03-04,,,,128.0,4.0,137.0,254.0,4.0,95.0
2015-03-05,,,,,,,,,
2015-03-06,,,,,,,,,
2015-03-07,,,,,,,,,
2015-03-08,,,,,,,,,
2015-03-09,,,,,,,,,
2015-03-10,120.0,8.0,120.0,132.0,5.0,103.0,,,
2015-03-11,166.0,2.0,125.0,182.0,3.0,101.0,,,
2015-03-12,,,,165.0,10.0,139.0,,,
2015-03-13,,,,,,,248.0,17.0,139.0
2015-03-14,,,,,,,117.0,3.0,63.0
2015-03-15,,,,,,,89.0,3.0,97.0
2015-03-16,,,,,,,,,
2015-03-17,89.0,3.0,33.0,,,,152.0,2.0,52.0
2015-03-18,61.0,5.0,64.0,,,,173.0,3.0,100.0
2015-03-19,94.0,4.0,116.0,,,,207.0,5.0,77.0
2015-03-20,,,,,,,,,
2015-03-21,,,,,,,,,
2015-03-22,,,,,,,,,
2015-03-23,,,,,,,,,
2015-03-24,143.0,7.0,128.0,185.0,7.0,115.0,,,
2015-03-25,211.0,2.0,152.0,226.0,9.0,136.0,,,
2015-03-26,265.0,2.0,95.0,130.0,3.0,85.0,,,
2015-03-27,,,,,,,,,
2015-03-28,,,,,,,,,
2015-03-29,,,,,,,,,
2015-03-30,,,,,,,,,
2015-03-31,,,,,,,,,
2015-04-01,117.0,13.0,87.0,,,,,,
2015-04-02,62.0,4.0,68.0,,,,,,
2015-04-03,,,,,,,,,
2015-04-04,,,,,,,,,
2015-04-05,,,,,,,,,
2015-04-06,,,,,,,,,
2015-04-07,,,,162.0,17.0,108.0,202.0,25.0,118.0
2015-04-08,,,,214.0,3.0,98.0,215.0,5.0,114.0
2015-04-09,,,,292.0,11.0,104.0,287.0,5.0,127.0
2015-04-10,,,,,,,,,
2015-04-11,,,,,,,,,
2015-04-12,,,,,,,,,
2015-04-13,,,,,,,,,
2015-04-14,98.0,4.0,67.0,,,,260.0,15.0,120.0
2015-04-15,142.0,4.0,76.0,,,,308.0,13.0,112.0
2015-04-16,84.0,12.0,81.0,,,,150.0,30.0,106.0
2015-04-17,,,,,,,,,
2015-04-18,,,,,,,,,
2015-04-19,,,,,,,,,
2015-04-20,,,,499.0,3.0,145.0,,,
2015-04-21,,,,382.0,5.0,148.0,406.0,3.0,112.0
2015-04-22,,,,292.0,3.0,138.0,379.0,13.0,131.0
2015-04-23,,,,369.0,3.0,137.0,,,
2015-04-24,,,,409.0,3.0,125.0,,,
2015-04-25,,,,,,,,,
2015-04-26,,,,,,,,,
2015-04-27,241.0,3.0,53.0,,,,,,
2015-04-28,97.0,5.0,65.0,,,,,,
2015-04-29,148.0,4.0,75.0,,,,,,
2015-04-30,,,,,,,,,
2015-05-01,,,,,,,,,
2015-05-02,,,,,,,,,
2015-05-03,,,,,,,,,
2015-05-04,,,,,,,,,
2015-05-05,,,,,,,,,
2015-05-06,239.0,2.0,110.0,342.0,4.0,123.0,,,
2015-05-07,163.0,3.0,95.0,250.0,2.0,77.0,,,
2015-05-08,213.0,4.0,115.0,270.0,6.0,104.0,,,
2015-05-09,,,,,,,,,
2015-05-10,,,,,,,,,
2015-05-11,,,,,,,,,
2015-05-12,140.0,9.0,87.0,,,,448.0,17.0,102.0
2015-05-13,57.0,8.0,72.0,,,,110.0,8.0,80.0
2015-05-14,136.0,9.0,133.0,,,,300.0,17.0,83.0
2015-05-15,,,,,,,,,
2015-05-16,,,,,,,,,
2015-05-17,,,,,,,,,
2015-05-18,173.0,22.0,133.0,,,,,,
2015-05-19,175.0,10.0,108.0,211.0,12.0,93.0,,,
2015-05-20,,,,173.0,11.0,117.0,,,
2015-05-21,,,,174.0,2.0,114.0,,,
2015-05-22,,,,,,,,,
2015-05-23,,,,,,,,,
2015-05-24,,,,,,,,,
2015-05-25,,,,,,,892.0,2.0,100.0
2015-05-26,,,,219.0,13.0,93.0,388.0,2.0,63.0
2015-05-27,,,,393.0,10.0,108.0,602.0,5.0,94.0
2015-05-28,,,,,,,,,
2015-05-29,,,,,,,366.0,2.0,100.0
2015-05-30,,,,,,,408.0,2.0,104.0
2015-05-31,,,,,,,,,
2015-06-01,,,,,,,,,
2015-06-02,,,,142.0,6.0,116.0,205.0,2.0,94.0
2015-06-03,,,,93.0,8.0,92.0,163.0,2.0,87.0
2015-06-04,,,,176.0,17.0,114.0,274.0,19.0,111.0
2015-06-05,,,,,,,,,
2015-06-06,,,,,,,,,
2015-06-07,,,,,,,,,
2015-06-08,,,,,,,,,
2015-06-09,200.0,7.0,43.0,224.0,12.0,35.0,,,
2015-06-10,171.0,10.0,31.0,184.0,12.0,50.0,,,
2015-06-11,88.0,25.0,42.0,157.0,12.0,66.0,,,
2015-06-12,,,,,,,,,
2015-06-13,,,,,,,,,
2015-06-14,,,,,,,,,
2015-06-15,,,,,,,,,
2015-06-16,96.0,4.0,76.0,,,,174.0,2.0,76.0
2015-06-17,112.0,8.0,111.0,,,,200.0,2.0,109.0
2015-06-18,127.0,6.0,85.0,,,,236.0,2.0,106.0
2015-06-19,,,,,,,,,
2015-06-20,,,,,,,,,
2015-06-21,,,,,,,,,
2015-06-22,,,,,,,,,
2015-06-23,,,,138.0,15.0,83.0,286.0,11.0,74.0
2015-06-24,,,,53.0,3.0,62.0,105.0,4.0,57.0
2015-06-25,62.0,4.0,48.0,,,,,,
2015-06-26,61.0,2.0,54.0,,,,,,
2015-06-27,,,,,,,,,
2015-06-28,,,,,,,,,
2015-06-29,,,,,,,,,
2015-06-30,,,,,,,,,
2015-07-01,,,,72.0,2.0,29.0,164.0,2.0,23.0
2015-07-02,,,,89.0,2.0,33.0,191.0,2.0,32.0
2015-07-03,,,,,,,,,
2015-07-04,,,,,,,,,
2015-07-05,,,,,,,,,
2015-07-06,,,,,,,,,
2015-07-07,,,,63.0,11.0,97.0,113.0,6.0,66.0
2015-07-08,,,,78.0,4.0,102.0,111.0,2.0,88.0
2015-07-09,,,,62.0,2.0,80.0,77.0,4.0,78.0
2015-07-10,,,,,,,,,
2015-07-11,,,,,,,,,
2015-07-12,,,,,,,,,
2015-07-13,,,,,,,,,
2015-07-14,41.0,6.0,49.0,77.0,2.0,30.0,,,
2015-07-15,77.0,2.0,31.0,111.0,2.0,48.0,,,
2015-07-16,62.0,8.0,38.0,88.0,8.0,43.0,,,
2015-07-17,,,,,,,,,
2015-07-18,,,,,,,,,
2015-07-19,,,,,,,,,
2015-07-20,,,,,,,,,
2015-07-21,39.0,2.0,25.0,,,,56.0,3.0,54.0
2015-07-22,33.0,2.0,28.0,,,,122.0,2.0,45.0
2015-07-23,32.0,2.0,33.0,,,,116.0,6.0,51.0
2015-07-24,,,,,,,,,
2015-07-25,,,,,,,,,
2015-07-26,,,,,,,,,
2015-07-27,,,,,,,,,
2015-07-28,22.0,3.0,25.0,,,,,,
2015-07-29,18.0,2.0,18.0,,,,,,
2015-07-30,,,,,,,,,
2015-07-31,,,,,,,,,
2015-08-01,,,,,,,,,
2015-08-02,,,,,,,,,
2015-08-03,,,,,,,,,
2015-08-04,,,,39.0,2.0,50.0,140.0,2.0,53.0
2015-08-05,,,,54.0,2.0,71.0,75.0,2.0,72.0
2015-08-06,,,,53.0,2.0,47.0,71.0,2.0,53.0
2015-08-07,,,,,,,,,
2015-08-08,,,,,,,,,
2015-08-09,,,,,,,,,
2015-08-10,,,,,,,80.0,2.0,110.0
2015-08-11,,,,,,,51.0,4.0,70.0
2015-08-12,59.0,2.0,52.0,,,,100.0,4.0,77.0
2015-08-13,49.0,3.0,66.0,,,,,,
2015-08-14,,,,,,,,,
2015-08-15,,,,,,,,,
2015-08-16,,,,,,,,,
2015-08-17,,,,,,,114.0,2.0,71.0
2015-08-18,,,,38.0,2.0,54.0,91.0,2.0,66.0
2015-08-19,,,,41.0,2.0,38.0,,,
2015-08-20,,,,57.0,2.0,52.0,,,
2015-08-21,45.0,3.0,75.0,,,,,,
2015-08-22,79.0,2.0,73.0,,,,,,
2015-08-23,56.0,2.0,67.0,,,,,,
2015-08-24,,,,,,,,,
2015-08-25,48.0,2.0,70.0,89.0,2.0,77.0,,,
2015-08-26,44.0,3.0,63.0,65.0,2.0,75.0,,,
2015-08-27,57.0,3.0,81.0,,,,,,
2015-08-28,,,,,,,,,
2015-08-29,,,,,,,,,
2015-08-30,,,,,,,,,
2015-08-31,,,,,,,,,
2015-09-01,,,,110.0,2.0,47.0,171.0,2.0,70.0
2015-09-02,,,,134.0,2.0,40.0,203.0,2.0,85.0
2015-09-03,,,,149.0,4.0,80.0,264.0,2.0,64.0
2015-09-04,,,,,,,,,
2015-09-05,,,,,,,,,
2015-09-06,,,,,,,,,
2015-09-07,,,,,,,,,
2015-09-08,67.0,3.0,49.0,81.0,4.0,107.0,,,
2015-09-09,56.0,2.0,63.0,109.0,2.0,88.0,,,
2015-09-10,48.0,3.0,57.0,97.0,2.0,113.0,,,
2015-09-11,,,,,,,,,
2015-09-12,,,,,,,,,
2015-09-13,,,,,,,,,
2015-09-14,,,,,,,,,
2015-09-15,77.0,3.0,60.0,,,,238.0,3.0,79.0
2015-09-16,109.0,4.0,82.0,,,,304.0,6.0,107.0
2015-09-17,76.0,6.0,59.0,,,,214.0,6.0,76.0
2015-09-18,,,,,,,,,
2015-09-19,,,,,,,,,
2015-09-20,,,,,,,,,
2015-09-21,,,,,,,,,
2015-09-22,37.0,2.0,49.0,33.0,2.0,46.0,,,
2015-09-23,37.0,2.0,60.0,58.0,2.0,73.0,,,
2015-09-24,,,,,,,,,
2015-09-25,,,,,,,,,
2015-09-26,,,,,,,,,
2015-09-27,,,,,,,,,
2015-09-28,,,,,,,131.0,4.0,71.0
2015-09-29,,,,,,,173.0,7.0,46.0
2015-09-30,,,,,,,,,
2015-10-01,,,,,,,,,
2015-10-02,,,,,,,,,
2015-10-03,,,,,,,,,
2015-10-04,,,,,,,,,
2015-10-05,,,,,,,,,
2015-10-06,,,,139.0,7.0,124.0,240.0,3.0,51.0
2015-10-07,,,,173.0,8.0,115.0,236.0,12.0,69.0
2015-10-08,,,,149.0,5.0,118.0,193.0,4.0,70.0
2015-10-09,,,,,,,,,
2015-10-10,,,,,,,,,
2015-10-11,,,,,,,,,
2015-10-12,,,,,,,,,
2015-10-13,88.0,20.0,93.0,98.0,8.0,110.0,,,
2015-10-14,92.0,26.0,124.0,121.0,13.0,110.0,,,
2015-10-15,,,,178.0,9.0,121.0,,,
2015-10-16,,,,,,,,,
2015-10-17,,,,,,,,,
2015-10-18,,,,,,,,,
2015-10-19,164.0,12.0,122.0,296.0,19.0,162.0,,,
2015-10-20,193.0,11.0,91.0,,,,,,
2015-10-21,133.0,4.0,76.0,,,,,,
2015-10-22,,,,,,,,,
2015-10-23,,,,,,,365.0,19.0,121.0
2015-10-24,,,,,,,400.0,17.0,108.0
2015-10-25,,,,,,,,,
2015-10-26,,,,,,,,,
2015-10-27,124.0,5.0,118.0,,,,366.0,12.0,76.0
2015-10-28,80.0,12.0,108.0,,,,274.0,18.0,97.0
2015-10-29,107.0,13.0,115.0,,,,252.0,23.0,124.0
2015-10-30,,,,,,,,,
2015-10-31,,,,,,,,,
2015-11-01,,,,,,,,,
2015-11-02,,,,,,,,,
2015-11-03,,,,457.0,32.0,155.0,458.0,45.0,171.0
2015-11-04,,,,260.0,38.0,137.0,321.0,21.0,172.0
2015-11-05,,,,101.0,18.0,145.0,163.0,26.0,105.0
2015-11-06,,,,,,,,,
2015-11-07,305.0,23.0,126.0,,,,,,
2015-11-08,235.0,46.0,114.0,,,,,,
2015-11-09,,,,,,,,,
2015-11-10,,,,,,,,,
2015-11-11,,,,,,,,,
2015-11-12,,,,,,,,,
2015-11-13,,,,,,,,,
2015-11-14,,,,,,,,,
2015-11-15,,,,,,,,,
2015-11-16,,,,,,,,,
2015-11-17,,,,,,,,,
2015-11-18,224.0,9.0,134.0,377.0,26.0,183.0,,,
2015-11-19,354.0,11.0,141.0,353.0,17.0,188.0,,,
2015-11-20,315.0,8.0,145.0,,,,,,
2015-11-21,,,,,,,,,
2015-11-22,,,,,,,,,
2015-11-23,,,,,,,,,
2015-11-24,,,,225.0,9.0,183.0,455.0,26.0,142.0
2015-11-25,,,,295.0,37.0,173.0,435.0,46.0,169.0
2015-11-26,,,,305.0,39.0,207.0,392.0,18.0,224.0
2015-11-27,282.0,12.0,97.0,,,,311.0,36.0,130.0
2015-11-28,353.0,12.0,97.0,,,,346.0,26.0,127.0
2015-11-29,352.0,25.0,120.0,,,,,,
2015-11-30,,,,,,,,,
2015-12-01,,,,,,,,,
2015-12-02,271.0,3.0,140.0,,,,369.0,9.0,148.0
2015-12-03,306.0,5.0,112.0,,,,236.0,12.0,136.0
2015-12-04,,,,,,,,,
2015-12-05,,,,,,,,,
